seqnames,start,end,strand,gene_id,gene_name
chr1,80929986,80930403,-,ENSG00000227062,AL596276.1
chr1,80961588,80961918,+,ENSG00000234108,AL596276.2
chr1,81000663,81050048,-,ENSG00000224326,AL136234.1
chr1,81001440,81112473,+,ENSG00000234184,LINC01781
chr1,81546475,81546856,+,ENSG00000227937,MTND2P30
chr1,81563952,81564690,-,ENSG00000229752,RPL7P10
chr1,81674253,81674895,+,ENSG00000235089,AL357632.1
chr1,81717474,81717781,+,ENSG00000223026,RN7SKP247
chr1,81771845,82458120,+,ENSG00000117114,ADGRL2
chr1,81892141,81893290,+,ENSG00000224494,HNRNPA3P14
chr1,81967479,81969153,+,ENSG00000227288,AL138799.1
chr1,81970784,81971981,+,ENSG00000227960,AL138799.2
chr1,81979565,82023387,-,ENSG00000234953,AL138799.4
chr1,82022806,82023517,-,ENSG00000242598,MED28P8
chr1,82051626,82091398,-,ENSG00000236676,AC117944.1
chr1,82061842,82062191,-,ENSG00000234683,AL138799.3
chr1,82187378,82188753,+,ENSG00000215875,ST13P20
chr1,82680904,82726817,-,ENSG00000233290,AC093580.1
chr1,83368866,83632498,+,ENSG00000230817,LINC01362
chr1,83439565,83451891,-,ENSG00000236268,LINC01361
chr1,83911650,83928370,+,ENSG00000231364,LINC01712
chr1,84041459,84326706,-,ENSG00000233008,LINC01725
chr1,84255963,84267148,+,ENSG00000237076,AL035706.1
chr1,84259560,84259653,+,ENSG00000223231,AL035706.1
chr1,84330711,84464833,-,ENSG00000137941,TTLL7
chr1,84444801,84449983,-,ENSG00000233061,TTLL7-IT1
chr1,84481548,84484054,-,ENSG00000229486,AC104454.1
chr1,84542014,84543614,-,ENSG00000271576,AL359504.2
chr1,84543745,84704181,+,ENSG00000142875,PRKACB
chr1,84551424,84551916,+,ENSG00000213540,AL359504.1
chr1,84710017,84710260,+,ENSG00000226970,AL450063.1
chr1,84743004,84743140,+,ENSG00000199959,SNORA2
chr1,84764049,84855640,+,ENSG00000203943,SAMD13
chr1,84810361,84815622,+,ENSG00000249237,AL359273.1
chr1,84829389,84863514,-,ENSG00000240520,UOX
chr1,84864215,84880701,+,ENSG00000137976,DNASE2B
chr1,84944942,84963473,+,ENSG00000117133,RPF1
chr1,84964008,84972248,-,ENSG00000174021,GNG5
chr1,84971983,85031877,+,ENSG00000122432,SPATA1
chr1,85015289,85040163,-,ENSG00000117151,CTBS
chr1,85093913,85100703,-,ENSG00000180869,LINC01555
chr1,85101841,85102789,-,ENSG00000232622,AC114482.1
chr1,85109390,85156486,-,ENSG00000117155,SSX2IP
chr1,85258751,85258882,-,ENSG00000251899,AC104169.1
chr1,85277285,85358896,-,ENSG00000171517,LPAR3
chr1,85391266,85462796,-,ENSG00000153898,MCOLN2
chr1,85464830,85598821,+,ENSG00000162643,WDR63
chr1,85483765,85514182,-,ENSG00000055732,MCOLN3
chr1,85599477,85599556,+,ENSG00000266110,MIR4423
chr1,85618170,85619886,-,ENSG00000280099,AL603750.1
chr1,85622556,85666729,-,ENSG00000097096,SYDE2
chr1,85715636,85725355,-,ENSG00000162642,C1orf52
chr1,85729979,85730085,+,ENSG00000223254,Y_RNA
chr1,85731931,85742773,-,ENSG00000142867,BCL10
chr1,85742398,85913807,+,ENSG00000223653,AL078459.1
chr1,85750293,85750356,+,ENSG00000264380,AL590113.1
chr1,85784164,86044046,-,ENSG00000153904,DDAH1
chr1,85900858,85900967,-,ENSG00000199459,Y_RNA
chr1,85932978,85933343,+,ENSG00000273264,AL360219.1
chr1,85947964,86043933,-,ENSG00000282057,AC092807.3
chr1,86044183,86044425,-,ENSG00000272691,AC092807.2
chr1,86046444,86049645,+,ENSG00000142871,CYR61
chr1,86057963,86058039,+,ENSG00000199934,SNORD81
chr1,86064814,86066417,+,ENSG00000230285,AC092807.1
chr1,86115106,86174116,-,ENSG00000117174,ZNHIT6
chr1,86194916,86622626,-,ENSG00000171502,COL24A1
chr1,86349363,86349481,-,ENSG00000201620,RNA5SP51
chr1,86495537,86496272,+,ENSG00000229505,AC104455.1
chr1,86812507,86862025,-,ENSG00000122417,ODF2L
chr1,86869859,86870549,-,ENSG00000231349,AC119749.1
chr1,86889769,86922241,+,ENSG00000137975,CLCA2
chr1,86934051,86965972,+,ENSG00000016490,CLCA1
chr1,87012761,87046437,+,ENSG00000016602,CLCA4
chr1,87018308,87019025,-,ENSG00000224466,CDCA4P2
chr1,87036864,87158886,-,ENSG00000236915,AL356270.1
chr1,87071953,87072040,-,ENSG00000221702,AL356270.1
chr1,87099956,87121059,+,ENSG00000153923,CLCA3P
chr1,87169185,87170145,-,ENSG00000261737,AL049597.2
chr1,87170253,87213867,+,ENSG00000097033,SH3GLB1
chr1,87250596,87251150,+,ENSG00000230721,AL049597.1
chr1,87328128,87380107,-,ENSG00000183291,SELENOF
chr1,87380331,87575681,+,ENSG00000153936,HS2ST1
chr1,87397882,87400574,-,ENSG00000267734,AL121989.1
chr1,87409368,87410425,-,ENSG00000224198,RP4-604K5.2
chr1,87458692,87634887,+,ENSG00000267561,AC093155.3
chr1,87510618,87511554,-,ENSG00000235251,AC093155.2
chr1,87511558,87512383,+,ENSG00000225568,AC093155.1
chr1,87595448,87634881,+,ENSG00000267272,LINC01140
chr1,87616981,87617128,+,ENSG00000221222,AL139139.1
chr1,87678352,87730424,+,ENSG00000284240,AC099062.1
chr1,87794151,87814606,+,ENSG00000143013,LMO4
chr1,87819207,87837338,-,ENSG00000227290,LINC01364
chr1,87918923,87919056,-,ENSG00000199318,RNA5SP52
chr1,88270969,88274055,-,ENSG00000279778,AL445437.1
chr1,88365592,88371397,-,ENSG00000224235,LINC01773
chr1,88778836,88778985,+,ENSG00000270507,AL049861.1
chr1,88943514,88943797,-,ENSG00000239504,RN7SL583P
chr1,88963992,88964359,-,ENSG00000230053,AC093578.1
chr1,89003196,89150887,-,ENSG00000237505,PKN2-AS1
chr1,89043563,89043884,+,ENSG00000237959,RPL36AP10
chr1,89149905,89301938,+,ENSG00000065243,PKN2
chr1,89282462,89282568,+,ENSG00000207234,RNU6-125P
chr1,89294785,89295102,+,ENSG00000241975,ELOCP19
chr1,89318615,89357627,-,ENSG00000137947,GTF2B
chr1,89389053,89389527,+,ENSG00000235308,AL445991.1
chr1,89401456,89458636,-,ENSG00000137944,KYAT3
chr1,89445139,89458643,-,ENSG00000213516,RBMXL1
chr1,89472349,89488577,-,ENSG00000117226,GBP3
chr1,89485929,89486048,-,ENSG00000202385,Y_RNA
chr1,89518002,89531043,-,ENSG00000117228,GBP1
chr1,89569968,89570450,-,ENSG00000234518,PTGES3P1
chr1,89571815,89616139,-,ENSG00000162645,GBP2
chr1,89597434,89641723,-,ENSG00000213512,GBP7
chr1,89646831,89664615,-,ENSG00000162654,GBP4
chr1,89664397,89672723,+,ENSG00000284734,AC099063.4
chr1,89668963,89669147,-,ENSG00000284637,AC099063.3
chr1,89724633,89738487,-,ENSG00000154451,GBP5
chr1,89726265,89735437,+,ENSG00000237568,AC099063.1
chr1,89755359,89756020,-,ENSG00000238081,AC099063.2
chr1,89790205,89800563,+,ENSG00000233235,BX119321.1
chr1,89829617,89852020,+,ENSG00000183347,GBP6
chr1,89859592,89860224,+,ENSG00000215874,CAPNS1P1
chr1,89873238,89891802,+,ENSG00000225492,GBP1P1
chr1,89990395,90063423,+,ENSG00000197147,LRRC8B
chr1,90048800,90098453,-,ENSG00000231999,FLJ27354
chr1,90095284,90141945,+,ENSG00000230735,AC093423.2
chr1,90098631,90235462,+,ENSG00000171488,LRRC8C
chr1,90098699,90398809,+,ENSG00000271949,AC093423.3
chr1,90126771,90126912,-,ENSG00000226394,AC093423.1
chr1,90233771,90233877,-,ENSG00000239176,snoU13
chr1,90254473,90256051,+,ENSG00000231613,AC099568.1
chr1,90285733,90286427,-,ENSG00000272931,AC099568.2
chr1,90286573,90402170,+,ENSG00000171492,LRRC8D
chr1,90405160,90405706,+,ENSG00000272672,AL391497.1
chr1,90453272,90453503,-,ENSG00000252797,RN7SKP272
chr1,90459152,90459880,-,ENSG00000228175,GEMIN8P4
chr1,90460671,90501090,+,ENSG00000162664,ZNF326
chr1,90719014,90719117,-,ENSG00000212459,RNU6-695P
chr1,90976467,90999029,-,ENSG00000229201,AC092783.1
chr1,91123307,91123520,+,ENSG00000199666,U3
chr1,91177096,91182794,-,ENSG00000143032,BARHL2
chr1,91248540,91317214,-,ENSG00000233593,AL590094.1
chr1,91317316,91320810,+,ENSG00000225446,LINC01763
chr1,91326107,91328477,-,ENSG00000272094,AC091614.1
chr1,91358549,91359169,-,ENSG00000232882,PHKA1P1
chr1,91380855,91487829,-,ENSG00000122482,ZNF644
chr1,91489476,91490361,+,ENSG00000232393,RPL5P6
chr1,91726323,91870426,-,ENSG00000162669,HFM1
chr1,91727182,91727281,+,ENSG00000206817,Y_RNA
chr1,91793926,91795070,+,ENSG00000215873,FEN1P1
chr1,91966450,91991321,+,ENSG00000097046,CDC7
chr1,92000223,92001150,-,ENSG00000241318,WDR82P2
chr1,92065728,92065878,+,ENSG00000229067,AL714022.1
chr1,92108073,92109639,+,ENSG00000203914,HSP90B3P
chr1,92145900,92371892,-,ENSG00000069702,TGFBR3
chr1,92295333,92295631,-,ENSG00000239794,RN7SL653P
chr1,92404826,92405131,+,ENSG00000266532,RN7SL235P
chr1,92414928,92479983,+,ENSG00000137948,BRDT
chr1,92495539,92529093,+,ENSG00000172031,EPHX4
chr1,92531863,92533396,+,ENSG00000233228,LPCAT2BP
chr1,92540090,92540998,-,ENSG00000230667,SETSIP
chr1,92545862,92616439,+,ENSG00000284413,BTBD8
chr1,92545862,92650282,+,ENSG00000189195,AC104836.1
chr1,92580360,92581353,-,ENSG00000224678,GAPDHP46
chr1,92590858,92592019,+,ENSG00000233401,PRKAR1AP1
chr1,92632542,92650280,+,ENSG00000069712,KIAA1107
chr1,92654794,92656264,+,ENSG00000273487,AC104836.2
chr1,92668705,92669548,+,ENSG00000226773,AL663109.1
chr1,92683497,92711370,+,ENSG00000203910,C1orf146
chr1,92694575,92694992,-,ENSG00000233125,ACTBP12
chr1,92694813,92694896,-,ENSG00000265543,AL451010.1
chr1,92711959,92764544,-,ENSG00000174842,GLMN
chr1,92764522,92867613,+,ENSG00000122484,RPAP2
chr1,92867948,92868242,-,ENSG00000242764,RN7SL824P
chr1,92940319,92952433,-,ENSG00000162676,GFI1
chr1,92974253,93257961,-,ENSG00000067208,EVI5
chr1,93046033,93046378,-,ENSG00000223787,AL354890.1
chr1,93112605,93113187,-,ENSG00000229992,HMGB3P9
chr1,93166376,93166491,-,ENSG00000201317,RNU4-59P
chr1,93197557,93198814,+,ENSG00000225505,AC104332.1
chr1,93214732,93214887,-,ENSG00000234202,AC104332.2
chr1,93221351,93222513,+,ENSG00000223896,CCNJP2
chr1,93297582,93307481,+,ENSG00000122406,RPL5
chr1,93298294,93427079,-,ENSG00000154511,FAM69A
chr1,93302846,93302940,+,ENSG00000206680,SNORD21
chr1,93303575,93303627,+,ENSG00000251795,SNORA66
chr1,93306276,93306408,+,ENSG00000207523,SNORA66
chr1,93311616,93311739,+,ENSG00000207022,SNORA51
chr1,93396253,93399655,+,ENSG00000229052,AL449283.1
chr1,93435161,93435267,-,ENSG00000252121,RNU6-970P
chr1,93440386,93440680,-,ENSG00000239710,RN7SL692P
chr1,93447794,93447865,-,ENSG00000238787,AC093577.1
chr1,93475814,93475908,+,ENSG00000252752,RNU6-210P
chr1,93491809,93492099,+,ENSG00000222664,RN7SKP123
chr1,93492967,93493063,-,ENSG00000251837,Y_RNA
chr1,93544792,93604638,+,ENSG00000143033,MTF2
chr1,93615299,93646285,-,ENSG00000117500,TMED5
chr1,93645476,93744287,+,ENSG00000122483,CCDC18
chr1,93656297,93656617,-,ENSG00000237003,AC126124.2
chr1,93665312,93665496,-,ENSG00000225297,AC126124.1
chr1,93727743,93811582,-,ENSG00000223745,CCDC18-AS1
chr1,93744518,93744686,-,ENSG00000229567,AL139421.1
chr1,93811445,93835055,+,ENSG00000117505,DR1
chr1,93850044,93850555,-,ENSG00000229635,AL137159.1
chr1,93851268,93851374,+,ENSG00000207379,Y_RNA
chr1,93913688,94020218,+,ENSG00000137942,FNBP1L
chr1,93953890,93954009,-,ENSG00000212601,RNA5SP53
chr1,94027343,94312706,-,ENSG00000137936,BCAR3
chr1,94057756,94071130,+,ENSG00000224093,AL109613.1
chr1,94218480,94241000,-,ENSG00000230439,AL512488.1
chr1,94312388,94312467,+,ENSG00000211575,MIR760
chr1,94312730,94314495,+,ENSG00000260464,AL049796.1
chr1,94331839,94345474,-,ENSG00000067334,DNTTIP2
chr1,94350761,94375012,-,ENSG00000023909,GCLM
chr1,94386824,94387223,-,ENSG00000223490,CHCHD2P5
chr1,94388130,94389501,-,ENSG00000234099,MTND4P11
chr1,94389942,94390272,-,ENSG00000235794,MTND3P21
chr1,94390299,94390941,-,ENSG00000232752,MTCO3P21
chr1,94390962,94391628,-,ENSG00000229842,MTATP6P13
chr1,94391588,94391744,-,ENSG00000250890,AL117351.2
chr1,94392171,94393125,-,ENSG00000236689,MTCO2P21
chr1,94393270,94393858,-,ENSG00000226960,MTCO1P21
chr1,94400035,94400800,-,ENSG00000233129,AL117351.1
chr1,94458391,94586688,-,ENSG00000198691,ABCA4
chr1,94610667,94611175,+,ENSG00000233482,AC093579.1
chr1,94614544,94740624,-,ENSG00000137962,ARHGAP29
chr1,94616294,94616610,+,ENSG00000264963,RN7SL440P
chr1,94616974,94617077,+,ENSG00000238389,snoU13
chr1,94713422,94800404,+,ENSG00000226835,AC097059.1
chr1,94767594,94768578,+,ENSG00000178596,GAPDHP29
chr1,94784035,94790125,-,ENSG00000236098,AC097059.2
chr1,94871951,94872438,-,ENSG00000232918,AC118469.1
chr1,94884011,94984222,+,ENSG00000117528,ABCD3
chr1,94994781,95007356,-,ENSG00000117525,F3
chr1,95051112,95057853,-,ENSG00000223675,AC093117.1
chr1,95079370,95320982,-,ENSG00000224081,SLC44A3-AS1
chr1,95116100,95116934,-,ENSG00000232857,KATNBL1P2
chr1,95211416,95211456,-,ENSG00000263526,MIR378G
chr1,95285898,95360802,+,ENSG00000143036,SLC44A3
chr1,95362505,95392834,-,ENSG00000117519,CNN3
chr1,95393122,95428826,+,ENSG00000235501,AC105942.1
chr1,95439963,95538501,-,ENSG00000172339,ALG14
chr1,95527152,95533101,+,ENSG00000230427,AC095033.1
chr1,95582894,95663163,+,ENSG00000152078,TMEM56
chr1,95583479,95712781,+,ENSG00000271092,TMEM56-RWDD3
chr1,95585703,95604110,+,ENSG00000231992,AC092802.3
chr1,95591067,95591165,-,ENSG00000206679,Y_RNA
chr1,95628775,95699538,-,ENSG00000226026,AC092802.1
chr1,95699711,95712781,+,ENSG00000122481,RWDD3
chr1,95708723,95744496,-,ENSG00000228852,AC092802.2
chr1,95776484,95783819,-,ENSG00000228504,LINC01760
chr1,95816807,95817810,-,ENSG00000230434,LINC01650
chr1,95821785,95846556,-,ENSG00000237954,AL445218.1
chr1,95940293,95944912,+,ENSG00000233907,LINC01761
chr1,95970532,95970619,-,ENSG00000216037,AL356479.1
chr1,95975672,96247898,+,ENSG00000228971,AL356479.1
chr1,96208652,96225026,+,ENSG00000271252,AL683887.1
chr1,96352096,96352182,+,ENSG00000221798,AC092812.1
chr1,96403457,96488436,+,ENSG00000237435,AC099566.1
chr1,96691457,96691616,+,ENSG00000200800,RNU1-130P
chr1,96719625,96839681,-,ENSG00000231987,LINC01787
chr1,96856208,96856949,+,ENSG00000225923,AC092393.1
chr1,96884150,96884489,+,ENSG00000234422,UBE2WP1
chr1,96912486,96913874,+,ENSG00000228502,EEF1A1P11
chr1,97048765,97049081,+,ENSG00000241992,RN7SL831P
chr1,97049978,97050283,-,ENSG00000234226,NDUFS5P2
chr1,97144430,97145176,-,ENSG00000137970,RPL7P9
chr1,97161412,97161723,-,ENSG00000223229,RN7SKP270
chr1,97187221,97289294,+,ENSG00000117569,PTBP2
chr1,97368255,97368348,+,ENSG00000212039,AL592205.1
chr1,97401101,97401219,+,ENSG00000265771,AL592205.2
chr1,97543299,98386605,-,ENSG00000188641,DPYD
chr1,97561479,97788511,+,ENSG00000232878,DPYD-AS1
chr1,97859710,97885697,-,ENSG00000232542,DPYD-IT1
chr1,98011257,98012514,+,ENSG00000228057,SEC63P1
chr1,98051418,98051850,+,ENSG00000226128,RPL26P9
chr1,98240225,98240582,+,ENSG00000230718,AC114878.1
chr1,98262477,98263622,+,ENSG00000235777,DPYD-AS2
chr1,98321131,98322381,+,ENSG00000270911,AC114878.2
chr1,98399030,98407302,-,ENSG00000269998,LINC01930
chr1,98432561,98434370,-,ENSG00000259946,BX005019.1
chr1,98452296,98515419,-,ENSG00000225206,MIR137HG
chr1,98542556,98543024,+,ENSG00000233557,NFU1P2
chr1,98676303,98738214,+,ENSG00000226053,LINC01776
chr1,98838941,98839055,+,ENSG00000221777,AL160056.1
chr1,99125944,99126615,-,ENSG00000280040,AC095031.1
chr1,99127257,99226056,+,ENSG00000162627,SNX7
chr1,99355801,99470588,-,ENSG00000117598,PLPPR5
chr1,99469832,99614408,+,ENSG00000232825,AL445433.2
chr1,99473774,99474030,+,ENSG00000227034,AL445433.1
chr1,99729509,99775146,+,ENSG00000117600,PLPPR4
chr1,99929934,99930332,+,ENSG00000233983,AL365220.1
chr1,99937888,100066551,-,ENSG00000224445,LINC01708
chr1,100111499,100160097,+,ENSG00000099260,PALMD
chr1,100163798,100164734,+,ENSG00000223656,HMGB3P10
chr1,100174259,100232187,-,ENSG00000156869,FRRS1
chr1,100250296,100250441,-,ENSG00000201491,RNU4-75P
chr1,100257218,100257309,+,ENSG00000202254,Y_RNA
chr1,100295021,100295093,+,ENSG00000252226,AL451051.1
chr1,100308166,100308317,+,ENSG00000231996,AC096949.1
chr1,100315640,100389579,+,ENSG00000162688,AGL
chr1,100433939,100435420,-,ENSG00000228084,AC118553.1
chr1,100434907,100501193,+,ENSG00000117620,SLC35A3
chr1,100435567,100548877,+,ENSG00000283761,AC118553.2
chr1,100444495,100444601,+,ENSG00000212248,RNU6-750P
chr1,100466193,100466295,-,ENSG00000202259,RNU6-1318P
chr1,100503653,100548933,+,ENSG00000156875,MFSD14A
chr1,100523546,100550027,-,ENSG00000241073,AC093019.2
chr1,100549119,100598511,-,ENSG00000156876,SASS6
chr1,100564795,100565046,+,ENSG00000226952,AC093019.1
chr1,100598706,100616053,+,ENSG00000122435,TRMT13
chr1,100614005,100643829,-,ENSG00000122477,LRRC39
chr1,100652475,100715390,-,ENSG00000137992,DBT
chr1,100662372,100662607,+,ENSG00000271415,RPL23AP90
chr1,100678849,100679226,+,ENSG00000225169,BRI3P1
chr1,100714646,100714867,+,ENSG00000230287,AL445928.1
chr1,100729565,100731676,-,ENSG00000224616,RTCA-AS1
chr1,100731763,100758325,+,ENSG00000137996,RTCA
chr1,100746797,100746864,+,ENSG00000207750,MIR553
chr1,100797360,100798173,-,ENSG00000215871,AC104457.1
chr1,100810033,100810798,+,ENSG00000223906,AC104457.2
chr1,100810581,100985833,+,ENSG00000079335,CDC14A
chr1,100844238,100844331,-,ENSG00000216067,AC104457.1
chr1,100858589,100859582,-,ENSG00000234332,BCAS2P2
chr1,100927955,100951553,-,ENSG00000228086,AL589990.1
chr1,101003693,101007574,+,ENSG00000181656,GPR88
chr1,101052205,101052987,-,ENSG00000213421,AC099670.1
chr1,101092605,101106169,-,ENSG00000230402,LINC01349
chr1,101117503,101117823,+,ENSG00000224685,AC099670.2
chr1,101185298,101204601,+,ENSG00000162692,VCAM1
chr1,101337928,101361554,-,ENSG00000162694,EXTL2
chr1,101360484,101360912,+,ENSG00000273204,AC104506.1
chr1,101361632,101447309,+,ENSG00000162695,SLC30A7
chr1,101406573,101407551,-,ENSG00000230946,HNRNPA1P68
chr1,101455179,101491644,-,ENSG00000117543,DPH5
chr1,101455761,101457653,+,ENSG00000269175,AC093157.1
chr1,101461029,101461816,+,ENSG00000235795,AC093157.2
chr1,101491434,101552824,+,ENSG00000233184,AC093157.1
chr1,101598709,101598895,+,ENSG00000252765,SCARNA16
chr1,101656076,101656550,+,ENSG00000271578,AC119501.1
chr1,101694220,101694321,-,ENSG00000238296,snoU13
chr1,101701239,101702084,-,ENSG00000225938,AL109741.1
chr1,101702444,101707074,+,ENSG00000170989,S1PR1
chr1,101708714,101709305,+,ENSG00000260940,AL109741.3
chr1,101721830,101722172,+,ENSG00000228399,AL109741.2
chr1,101736431,101736919,-,ENSG00000173810,PPIAP7
chr1,101788893,101855859,+,ENSG00000231671,LINC01307
chr1,102105104,102253128,+,ENSG00000226715,LINC01709
chr1,102194198,102194293,-,ENSG00000252530,RNU6-965P
chr1,102251896,102252775,-,ENSG00000183298,RPSAP19
chr1,102268130,102462586,-,ENSG00000118733,OLFM3
chr1,102325407,102325513,+,ENSG00000252717,RNU6-352P
chr1,102348072,102348450,+,ENSG00000271277,AL356280.1
chr1,102358661,102359603,+,ENSG00000162699,DNAJA1P5
chr1,102665295,102855186,-,ENSG00000233359,AC114485.1
chr1,103228878,103319398,-,ENSG00000230864,AC099567.1
chr1,103342023,103574052,-,ENSG00000060718,COL11A1
chr1,103565699,103566260,-,ENSG00000234257,SOD2P1
chr1,103817769,103828355,+,ENSG00000232753,RP11-347K2.1
chr1,103820969,103835986,-,ENSG00000234037,RP11-347K2.2
chr1,103957501,103968087,+,ENSG00000230759,AC095032.2
chr1,103960701,104068105,-,ENSG00000224613,AC095032.1
chr1,104066184,104066501,+,ENSG00000222069,RN7SKP285
chr1,104068313,104097861,+,ENSG00000185946,RNPC3
chr1,104096437,104122156,+,ENSG00000240038,AMY2B
chr1,104112175,104113296,+,ENSG00000236085,ACTG1P4
chr1,104159433,104168402,+,ENSG00000243480,AMY2A
chr1,104197912,104207176,+,ENSG00000237763,AMY1A
chr1,104210693,104210890,-,ENSG00000234441,AC105272.1
chr1,104230037,104239302,-,ENSG00000174876,AMY1B
chr1,104256345,104262493,+,ENSG00000227408,AMYP1
chr1,104293028,104301312,+,ENSG00000187733,AMY1C
chr1,104469189,104470428,+,ENSG00000225191,AL136455.1
chr1,104615605,104769300,+,ENSG00000215869,AC092506.1
chr1,104695928,104696452,-,ENSG00000228347,FTLP17
chr1,105976616,105977443,+,ENSG00000225036,CDK4P1
chr1,106130197,106161580,-,ENSG00000230768,LINC01676
chr1,106240661,106240840,+,ENSG00000227850,SEPT2P1
chr1,106433315,106434052,-,ENSG00000237897,AL512844.2
chr1,106434361,106436139,+,ENSG00000232952,AL512844.1
chr1,106470246,106570899,-,ENSG00000233047,LINC01677
chr1,106499316,106667186,+,ENSG00000237480,AL355306.2
chr1,106623423,106624001,-,ENSG00000230932,AL355306.1
chr1,107086964,107087366,-,ENSG00000270342,AL499605.1
chr1,107322845,107323057,+,ENSG00000270976,AL596327.1
chr1,107345377,107346049,-,ENSG00000233449,MTATP6P14
chr1,107347096,107348654,-,ENSG00000232551,MTCO1P14
chr1,107360861,107380789,+,ENSG00000237460,LINC01661
chr1,107599301,107601916,+,ENSG00000198890,PRMT6
chr1,107682629,108026080,+,ENSG00000162631,NTNG1
chr1,107991091,107991177,-,ENSG00000238883,AC114491.1
chr1,108047825,108048070,+,ENSG00000224550,AC114491.1
chr1,108113782,108507766,-,ENSG00000134215,VAV3
chr1,108318796,108318878,-,ENSG00000265536,AL591042.1
chr1,108507065,108537229,+,ENSG00000230489,VAV3-AS1
chr1,108561275,108561393,-,ENSG00000264753,AL390036.1
chr1,108582885,108618642,+,ENSG00000226822,AL390036.1
chr1,108676658,108743471,-,ENSG00000085491,SLC25A24
chr1,108742548,108744113,+,ENSG00000260879,AL359258.2
chr1,108743035,108745365,+,ENSG00000280186,AL359258.3
chr1,108765963,108786703,-,ENSG00000196427,NBPF4
chr1,108803818,108816311,-,ENSG00000238122,AL359258.1
chr1,108815565,108880475,+,ENSG00000241361,SLC25A24P1
chr1,108918460,108953436,+,ENSG00000243967,NBPF5P
chr1,108926358,108963917,-,ENSG00000238118,SLC25A24P2
chr1,108963311,108975806,+,ENSG00000224698,AL390038.1
chr1,108992904,109013624,+,ENSG00000186086,NBPF6
chr1,109038097,109043766,-,ENSG00000283354,AL392088.2
chr1,109044980,109046077,+,ENSG00000227832,ST13P21
chr1,109051196,109051865,+,ENSG00000226483,AL392088.1
chr1,109102711,109187522,+,ENSG00000162636,FAM102B
chr1,109190912,109204148,-,ENSG00000162639,HENMT1
chr1,109234945,109244425,+,ENSG00000134186,PRPF38B
chr1,109255279,109285362,+,ENSG00000143107,FNDC7
chr1,109276878,109277347,-,ENSG00000232971,AL591719.2
chr1,109289296,109352148,+,ENSG00000116266,STXBP3
chr1,109309463,109310206,-,ENSG00000228076,AL591719.1
chr1,109358520,109400850,-,ENSG00000162641,AKNAD1
chr1,109380282,109506106,-,ENSG00000274068,AL449266.1
chr1,109399839,109401146,+,ENSG00000203897,SPATA42
chr1,109417972,109477167,+,ENSG00000121957,GPSM2
chr1,109472130,109506079,-,ENSG00000121940,CLCC1
chr1,109512836,109584735,-,ENSG00000085433,WDR47
chr1,109529585,109529867,-,ENSG00000237349,BX679664.2
chr1,109534904,109535458,+,ENSG00000244716,BX679664.3
chr1,109572689,109572941,+,ENSG00000228665,BX679664.1
chr1,109589450,109590104,+,ENSG00000228054,RANP5
chr1,109605108,109618624,-,ENSG00000197780,TAF13
chr1,109630593,109633480,-,ENSG00000273382,AL356488.3
chr1,109632425,109639556,+,ENSG00000215717,TMEM167B
chr1,109642815,109643241,+,ENSG00000270066,AL356488.2
chr1,109646157,109647388,-,ENSG00000251484,AL356488.1
chr1,109648573,109656479,-,ENSG00000179902,C1orf194
chr1,109656301,109749403,+,ENSG00000116299,KIAA1324
chr1,109750416,109750470,-,ENSG00000238310,RNU7-122P
chr1,109756540,109780791,+,ENSG00000031698,SARS
chr1,109792641,109818372,+,ENSG00000143126,CELSR2
chr1,109822178,109825808,-,ENSG00000134222,PSRC1
chr1,109834987,109849663,-,ENSG00000221986,MYBPHL
chr1,109852190,109940573,-,ENSG00000134243,SORT1
chr1,109941653,109969049,-,ENSG00000143106,PSMA5
chr1,110009250,110024759,+,ENSG00000143028,SYPL2
chr1,110026101,110035426,+,ENSG00000162650,ATXN7L2
chr1,110036674,110045554,+,ENSG00000174151,CYB561D1
chr1,110046797,110052360,-,ENSG00000181754,AMIGO1
chr1,110082494,110091028,+,ENSG00000156097,GPR61
chr1,110082528,110086459,-,ENSG00000254942,AL355310.3
chr1,110091233,110160943,+,ENSG00000065135,GNAI3
chr1,110134156,110134262,-,ENSG00000206832,RNU6V
chr1,110138847,110140403,+,ENSG00000225113,AL355310.1
chr1,110141515,110141589,+,ENSG00000207709,MIR197
chr1,110145889,110162551,-,ENSG00000134183,GNAT2
chr1,110158726,110174673,+,ENSG00000116337,AMPD2
chr1,110171039,110172927,-,ENSG00000228703,AL355310.2
chr1,110193992,110194721,+,ENSG00000235045,RPL7P8
chr1,110198703,110217458,+,ENSG00000168765,GSTM4
chr1,110210644,110252173,+,ENSG00000213366,GSTM2
chr1,110230436,110251661,+,ENSG00000134184,GSTM1
chr1,110235739,110236364,-,ENSG00000260246,AC000032.1
chr1,110254877,110318050,+,ENSG00000134201,GSTM5
chr1,110268442,110317874,+,ENSG00000241720,AL158847.1
chr1,110276554,110283660,-,ENSG00000134202,GSTM3
chr1,110292702,110306649,-,ENSG00000198758,EPS8L3
chr1,110353264,110353620,-,ENSG00000224927,NDUFA5P10
chr1,110370977,110414058,+,ENSG00000228420,LINC01768
chr1,110426798,110428886,-,ENSG00000235005,AL450468.1
chr1,110438595,110440483,+,ENSG00000261055,AL450468.2
chr1,110452864,110473614,+,ENSG00000184371,CSF1
chr1,110527308,110566363,+,ENSG00000168710,AHCYL1
